pet_a,pet_b,interactions_count,last_interaction_days,avg_duration_minutes
13,201,9,0.5750979392023707,49.11853725633246
13,58,6,1.6396602246826284,26.258066023614298
13,141,6,3.867674483271632,9.736164479729764
13,412,8,2.08531694696909,5.432906694844246
14,192,3,7.165429992500105,30.905367296597266
14,353,9,7.336102302865964,30.49245359035453
14,303,9,23.214963412546776,47.29653202177505
14,365,3,7.8928141326284,18.31705497712845
14,123,4,6.138283097607347,27.239959677032623
14,301,4,0.6280002212218417,18.829321414263664
14,89,8,12.975724636010483,14.038525422967885
14,376,6,3.719062147949487,20.501358844257727
14,477,7,17.544770396937384,32.799909169215276
14,395,5,2.4497930012358076,39.834690967235886
14,165,5,4.682998774374648,15.62611549374503
14,129,6,36.19739773387085,16.565729024704243
15,326,6,0.6908414064296803,22.306776972061137
15,400,5,0.8038750672612563,33.20796211125647
15,210,2,2.1824385990450605,22.64692024242709
15,497,8,10.919723112635031,30.57536321628305
15,107,4,6.570437713815385,13.157261753272183
15,176,7,4.926200640749209,49.074903863943064
15,434,6,2.219388044907056,35.09772824379839
15,193,4,5.689263653724393,38.6686543374563
15,181,3,1.8787104277712503,8.863855458965455
15,226,6,2.068083497514307,22.485805218399566
15,122,3,1.323526176212628,23.104703512390508
15,81,4,1.9476854228851743,60.31761446194204
15,41,12,7.645959095866405,46.605659130036415
16,55,4,6.363933659771475,25.114241555302563
16,37,10,19.591862061782248,16.627706096434952
16,330,8,6.811564001490454,16.061066960359017
16,458,4,3.222941987173494,68.31968071333664
16,434,8,1.599121696747646,18.2940401481709
16,418,12,0.15105719639177523,23.938880734869137
16,351,6,5.339581573765772,71.97892063268282
17,236,4,5.052251620847666,25.627339492705346
17,142,5,8.557792560231967,24.072130761128967
17,58,3,1.5594630472748834,20.020044796873833
17,378,9,7.058592067746468,34.332336940847874
17,399,5,30.295925542432414,50.24891650098549
17,364,4,7.737607202046858,30.59825566217465
17,208,5,6.767671128682489,22.076978181779072
17,290,8,34.62073592658407,31.520469043117842
17,343,6,0.13267156754946005,17.04330318337258
18,411,6,0.8718205963316125,35.97621858924518
18,291,9,9.971249346609127,7.893403195732894
18,102,4,10.370801889597823,9.340682922278154
18,490,9,9.230907005500846,17.10685429866738
18,22,8,1.8624963517103073,10.069765108495954
18,389,9,11.372374278064177,15.424452208363295
18,59,4,15.511442019040869,36.33140715393543
18,188,8,0.6348025061841818,20.024019460936195
18,482,7,21.200183457247846,37.08862362995029
18,458,5,3.347768109027105,59.66293686717387
19,357,4,3.48583718898627,61.02084239345779
19,191,5,23.23632773242049,27.509200275654173
19,96,11,2.6093028574354524,101.03780045397048
19,275,7,4.0968033100573855,30.37853914764714
19,465,5,11.507879724886799,7.335831262416086
19,162,6,1.2500617429593843,25.300131860547705
19,245,4,8.04731578944652,39.133257720115175
19,400,4,11.41478043769531,20.310809665899026
19,296,7,2.9710507823808894,38.76843985399964
19,324,4,0.2879103624633117,9.869532235935916
19,477,6,20.394015695146532,29.927461496483655
19,218,8,0.7438487245149047,30.048369724030877
19,373,4,2.8235840176838725,21.65321548275033
20,54,3,0.0898632874403803,5.487077317576387
20,130,3,0.6062047551006573,25.561206755057775
20,416,6,8.688245837011698,33.47330432807667
20,273,3,0.5084372557937789,48.1990993696614
20,77,11,0.6220460950551927,46.41197384435977
20,499,7,0.6239272636474962,18.86582743118258
20,108,5,14.622420370627617,18.234620068897115
20,292,4,2.607326759309142,10.39107122611905
20,348,7,6.881182789735409,39.27616814513448
20,492,5,26.041051893903155,22.580780786377584
20,334,7,0.1341179817083715,49.350509058041126
21,249,7,3.1057782353393693,26.320805718943156
21,371,4,9.959062756031287,41.602810079871844
21,26,7,3.7144354434870754,28.059982628455597
21,328,7,0.3103402998348731,9.563568103800115
21,229,10,0.2266661268665774,17.055233992887096
21,439,5,3.4081475690755676,18.03787161333868
21,487,6,8.05253346593178,54.35681395337021
21,258,6,10.979471173566903,10.136078227862564
22,76,7,1.7334089123182062,55.86780767282454
22,179,9,24.64503414970604,51.61247915144182
22,234,5,30.448054777631796,58.0486933473857
22,135,3,2.9363043073715507,43.671222638848555
22,119,1,0.8741733673746418,19.036376159996053
22,231,8,5.561035766511688,10.08565629587717
22,488,8,0.8761133260179544,35.23932476546927
22,61,4,1.9681552558181208,19.272708234599904
22,51,6,13.304185441673212,22.472453897364165
22,457,4,7.640979098024921,26.258627641993545
22,470,5,4.316303203120509,42.65416428386358
22,418,5,11.714804185078101,17.801975982290475
22,370,5,2.3017571910107963,38.282571728488726
22,187,5,5.432995173931291,8.864343450550113
22,260,8,0.491863568718965,26.85070601806267
23,212,7,2.266724499336145,32.08108026675957
23,324,5,12.657924942516003,18.16103874382504
23,93,1,1.7397717743972374,16.984313297756355
23,113,9,4.105573863381419,14.649944129556456
23,29,15,24.469720384075053,29.393543249373728
24,236,4,4.836751547134161,10.723851766461319
24,440,8,16.205610074852068,44.01294765865535
24,332,9,4.183448523485728,42.04248236016827
24,238,10,4.4601969147640474,15.191662155342605
24,148,9,2.538908676694509,38.32961067964446
24,185,6,0.48145323472032436,19.110844260465726
24,463,10,7.175494827692875,36.0892028587744
24,65,7,2.1413726614087887,11.097503769431514
24,209,6,0.4511373790678912,46.52851039715081
24,319,1,4.708963829525208,23.07276349200781
25,26,5,15.584714040217376,9.695539027136487
25,48,4,6.625732016493039,38.77800215584888
25,478,9,0.9716858583368466,16.22101295108177
25,193,9,0.21215165292418195,43.09817206169541
25,456,3,2.7739672861345404,24.6228761980856
25,365,8,5.813486652002051,32.690687001967504
26,351,7,2.498960380352357,28.854714192813997
26,399,5,6.900817247149656,56.37345013465202
26,308,7,2.393301132188378,40.258063399121475
27,476,10,38.81060526404484,75.64487385953377
27,428,10,3.6053113953458453,39.77013966878458
27,479,7,4.53368894261685,35.20988614932879
27,377,6,64.254524102823,5.947242799088459
27,143,1,17.776253959841814,17.062517423715725
27,31,6,13.729388115829831,33.9292043007527
27,220,7,2.520719157185649,37.446735465453344
28,383,8,7.91327210942139,54.5150942435301
28,122,8,3.470162766515514,16.15571683801246
28,371,6,2.1575956077446947,24.79145338322633
28,169,6,9.565767276533196,23.558606744137766
28,68,4,14.987082730778935,4.642727794606328
28,192,10,1.061621173384192,49.50376365562547
28,349,4,15.749733128066412,8.03314147230444
28,444,9,17.255879517046697,57.940628379062495
28,459,6,30.35276270731218,12.46621715755853
28,372,3,13.980222372311811,61.77757439318958
28,204,7,16.66570088143735,12.025966510402275
29,114,7,4.8944365821455005,9.011135405019992
29,60,3,11.724390965462407,28.132612432145674
29,95,5,21.408255713294267,15.326309068141569
29,433,7,4.501895956949297,63.147117714721794
29,34,1,12.89780317029186,15.138282864763223
29,406,6,28.73962524840674,20.83788138155866
29,216,3,2.1004381674531767,28.71024801891297
29,276,8,0.1036499483699366,85.59428258198403
29,494,9,15.150184954335668,25.914777425038018
30,482,2,7.394421153508619,26.6061310651518
30,91,5,7.396275930983574,21.995476121595495
30,121,7,16.972115931345805,68.0903067470803
30,106,8,0.2481193243927164,9.785371645532269
30,168,7,2.040339809109278,19.365081305427164
30,31,4,0.8427677581498982,60.38737835634447
30,474,9,8.422370733966988,15.70443396176913
30,134,6,0.4606361137949253,18.29506012432941
30,151,11,2.049623792219671,42.011149454397774
30,297,9,19.19478167727773,27.96868522795096
30,119,5,0.020790329629991645,29.854779137839387
31,262,10,17.171891938191166,60.801658888153455
31,470,8,1.5022155676149374,36.735924468693156
31,150,3,0.8298619258584282,17.054271865076363
31,65,7,8.458603253172182,40.600642634285805
31,386,9,1.847714499972812,40.63439401885098
31,71,2,4.976032232994614,40.767463597745106
31,34,5,0.0022533490879605962,36.81570808932378
31,205,7,8.59602758344612,45.380070711090106
31,135,3,2.1634081031018946,20.869942572645385
32,349,7,12.584086947086192,17.751750736478108
32,470,6,0.5998423558792545,20.679746773691086
32,104,8,1.3345671129119112,27.012376287605804
32,146,4,5.094217352199674,41.567883813319796
32,390,9,0.6040093338988476,41.87193721534082
32,126,5,5.7504987337151485,24.972147164873498
32,197,7,0.09472437651251414,38.818456430324595
32,364,6,0.7598619112847418,63.19621513558343
32,35,7,6.882054609912389,22.537204799304703
33,291,9,4.616562584119271,47.190956459717114
33,156,7,4.0851499303268,28.77568463290713
33,398,1,3.554345270522509,19.152177084550498
34,51,9,0.7977985862785362,34.08072987351403
34,402,3,6.965963282242778,7.866623644616878
34,266,4,9.532357047968933,52.55016684527986
34,63,7,0.025547789051456122,24.988492708953572
34,108,7,8.126560454873808,25.49154909363932
34,170,5,0.833726974289523,18.305384222721905
34,182,4,5.662473551914701,13.604442909872692
35,146,5,1.324274146451621,80.2714558898862
35,39,3,0.24081351209739177,37.22336089440241
35,334,2,13.240615302234378,49.103294720736265
35,65,7,5.0199814370087426,30.41825786893834
35,198,9,5.359023779432774,22.634694829459264
35,324,10,2.7025004838927336,33.46412114838383
35,72,4,7.724619549275813,23.04264243997782
35,161,5,1.3354387615597054,24.661748659808538
35,206,6,0.02294300637746387,22.387523482874542
35,174,7,3.4508771039410564,24.898044952167275
35,367,5,1.1333561019820366,26.220012810263267
35,448,3,0.9008127019668452,66.29404789805228
35,314,9,7.336230652403109,32.6681131012432
36,152,8,1.5166119762355124,21.51163100782447
36,264,5,9.710422732143064,77.66911300277252
36,329,2,4.174390101140567,9.416861644483314
36,237,4,10.955836252840871,19.27650301098446
36,391,9,4.341532668020591,18.775271213664183
36,489,6,1.4733448244500071,21.718995111511056
36,54,6,0.6926379246645349,54.02473537941751
36,396,7,6.447664358178761,31.011754143048947
36,246,5,4.506011608260433,46.99165586036878
36,313,3,4.614790466025642,40.784943679314765
36,303,7,2.831806662587865,38.03148692819411
37,348,8,3.9100705303730274,22.22861916625353
37,251,5,3.422794106497625,32.20935821512249
37,237,5,1.4545354862796431,19.97557436210067
37,421,6,23.022302027338778,24.568835926677657
37,372,7,2.8543735871245626,64.08383094360688
37,433,10,4.805937554215641,33.84247058982789
37,409,3,7.532252099129295,16.72680416816717
37,398,7,1.205175442763656,15.09348546013759
37,49,10,3.0467881862695596,6.422006048469591
37,277,2,8.49714608558859,30.643749140326122
37,139,8,7.478046825946195,10.528836548756928
38,384,6,3.191851442123299,46.63044827027434
38,65,9,20.303599378343442,28.544876285409284
38,315,11,20.559537658109395,57.74510371082396
38,51,7,10.595692785207985,20.42971850135705
38,375,5,1.0309766363133328,14.274222582526985
38,269,8,27.545098227671538,3.0757782922630748
38,49,5,19.877651231555358,17.28595856049634
38,187,3,0.4061559630877309,24.762640115544038
38,416,4,12.87794571134787,34.87874583709243
38,414,6,5.920112039721081,24.9844900631837
38,493,6,7.253323368548343,31.09454563971376
39,350,4,2.708608575168181,18.400258614572493
39,60,4,8.605747686575297,21.70125482487439
39,293,5,4.231076372539563,21.78528448776694
39,286,4,0.21976921203567576,36.97757092762542
39,464,6,22.82787171877257,14.070546881167854
39,414,6,0.9194432988893392,12.007842567693974
39,483,11,1.9432102233048316,30.76825411364766
39,306,4,4.842467262780021,32.53514465316164
39,447,8,3.280082039504366,35.53740967551928
39,446,4,2.4147998951120533,19.4792978286312
39,70,5,6.534344593986943,47.17223652003875
39,96,8,3.2243614983980784,18.719998724036365
40,381,5,4.648143832435372,21.83064733815764
40,116,6,19.413665337180493,25.95607913162313
40,115,4,7.744579835710232,46.156270477668286
40,415,5,4.725054506631903,17.93593370230382
40,59,5,9.817564232058544,18.635657474250785
41,355,8,4.190524361098759,41.05128547445961
41,268,7,2.583937223158428,22.71627756383158
41,280,6,3.0337464683300253,23.267790709472692
41,348,2,0.7606910210974057,11.539171597187135
41,110,6,0.1521727052551973,18.047568052395807
41,378,7,9.251980296504037,11.934784022358114
41,68,5,0.6734864720768519,18.79013037580497
41,346,6,10.608149402000933,33.202549991260724
41,302,6,3.4379901445591585,58.64815122556185
41,488,16,1.5683101125964045,10.964420172900402
42,152,7,15.056791903023463,9.303182704542959
42,261,6,6.219136828889779,20.954441750428984
42,306,7,56.939080701098106,23.03280905176266
42,488,3,0.5143780643795368,11.946198933113186
42,74,9,5.411868559539496,30.326468319915918
42,339,9,9.148871965308773,23.376851550787897
42,324,5,1.0822599032834763,51.0957362956864
42,143,9,0.5185987402322444,43.96924609918926
43,70,9,3.217879577720922,31.622616860669588
43,413,6,0.6434904021120949,25.452235763029023
43,168,9,23.997963754213448,57.80196487451211
43,106,5,0.32316517807613976,39.183661393340785
43,356,5,0.15699711493990956,50.34948798226755
43,467,6,0.8072956341783765,8.596826887531297
43,176,6,5.343756796172826,23.355940257163205
44,96,6,2.13626745111905,75.87825641220499
44,327,6,10.6874669166785,6.589762401682019
44,89,8,0.08276809529180121,6.583262074190022
44,494,12,3.9795346424317444,40.17854175533964
44,461,7,1.1487460040062305,20.79798354364067
44,300,9,15.118374448631577,17.993805375855594
44,309,8,1.6160331382545783,11.289508434171381
44,176,5,7.1424241122026455,9.96582813819584
44,475,8,14.25807714713942,27.66046397619951
44,136,8,1.9409515684398273,58.60333096104533
44,61,6,0.5721194748553464,25.018248544585834
45,333,7,16.27941760313579,17.268463991737633
45,471,4,10.734149469343539,31.077048037866312
45,84,13,6.824302745919824,20.03919032319194
45,458,7,1.2877951063457376,34.137295701749714
45,140,3,6.599944095665868,21.922957439220507
45,169,6,3.9863490351705235,52.29861189650747
45,299,3,26.65336252120725,13.906205081701115
45,166,5,4.50491941544053,40.09804022813184
45,178,3,8.644825856064127,45.89676598822558
45,345,8,7.448212181428163,18.479606478789094
46,388,3,14.243850256560137,54.35194693280464
46,335,10,8.809285926627451,18.831876709786922
46,465,6,6.310606553083044,23.821727113514257
46,247,2,4.334769307170376,44.673087113567846
46,164,7,5.045707612564689,54.5089060989167
46,189,2,3.246996326391782,42.134557396362524
46,421,8,13.826199261527893,15.168842629660627
46,429,8,7.798420200751161,17.074495775525413
46,399,7,4.616472790688838,32.48585515443352
46,177,8,5.8150505951077935,5.4430028540220405
47,288,9,18.402086453490092,57.409838418695145
47,156,5,0.23499800046236363,41.844041224554395
47,477,7,2.0339079496091035,37.65319170618782
47,405,10,30.13397175675496,51.98316205530432
47,396,3,0.4333905761633716,41.51364773572695
47,409,10,13.751906889140354,15.036304342437107
47,452,3,19.388404498033633,32.41635092387276
47,110,9,0.8293123559840518,25.21370087256627
47,480,2,13.396266698682581,17.669443082133295
47,267,6,9.617922471354897,21.050454781880028
47,154,3,10.589447105232589,23.549893333759485
47,205,5,1.7660588179589674,30.022098341160167
47,234,9,11.223273671642499,46.98391290687436
48,255,5,0.4601200107147222,41.879469379514845
48,491,6,9.490788986755991,13.827788114259924
48,435,4,1.6592557914582615,29.139650401548817
48,292,5,4.659096159865147,7.717476361882484
48,190,7,21.75256958374295,22.603619179748236
48,398,5,9.604874439608762,20.514663646825827
48,279,5,8.075591678110666,29.017743221619945
48,181,8,1.0578571445508285,12.30897798123539
48,92,8,0.41778047296030235,16.78520176913294
49,384,6,4.885968186004531,38.51727649984586
49,206,8,1.2845415984007706,9.3955228489165
49,125,6,0.014023195542676434,46.14665650008376
49,71,3,0.38828540666025635,32.81913887248096
49,308,5,16.073009338298846,14.129260770329692
49,93,6,14.695714154561333,50.2800950648937
49,52,10,11.398243611859304,19.29233793800059
50,384,8,3.794252156760814,22.25812639899428
50,58,6,1.5198411933265705,10.184461686869582
50,490,7,4.761535939059205,51.53749823259958
50,81,4,11.992581324320824,13.176573990416241
50,413,5,0.6859893026490541,21.143255301837137
50,124,10,9.20607639983033,12.804579222824955
50,416,6,14.622516705653881,22.992066227785486
50,385,6,3.5158516750613313,28.994311048811742
51,320,8,4.308471673952891,25.54130416128914
51,315,5,9.140590443220573,40.924259438805876
51,154,8,23.859482853638543,38.50187759461306
51,426,2,14.248217223455454,34.097207628853276
51,220,7,14.249650517261049,10.71947824967943
51,195,9,13.249064539818146,17.66163669174093
51,427,4,8.182707564821134,77.4664932468391
52,198,6,7.019719697870139,73.04055727910516
52,241,3,6.75561558436627,3.3142991425886335
52,146,6,35.98765489014821,48.11101500640406
52,477,7,3.7365537067070034,13.37928854985208
52,293,7,5.1613862428740775,23.279783554859655
52,494,5,8.21949970505108,27.171887481936523
52,256,7,1.6495327158723543,23.617515374260762
52,447,4,13.342358822161529,24.33811136036116
52,144,5,4.9317686212463006,7.062366331988327
53,371,1,5.607278544328179,16.4910828270326
53,440,8,5.417893333844944,48.899951014027806
53,239,5,19.02752338403393,28.395933249501766
53,213,4,8.914485354854076,25.832852457592146
53,188,8,14.207054252838237,13.764344171237283
53,330,4,0.4463284715552063,22.198201139858014
54,453,8,2.6053968523259945,37.728531037208825
54,190,5,3.444589162996519,18.54903129322235
54,232,7,0.6687205307334368,14.116854363910566
54,100,5,3.9728374143086054,28.15410523786188
54,226,8,1.517842054763135,28.790779766095724
55,321,12,4.820118804188654,14.98949920221791
55,130,6,18.007211030515002,12.44970142821613
56,165,6,0.9031204472417965,59.394650394436475
56,281,8,3.4893481547680647,36.04827755336642
56,186,6,11.330616608470857,51.93811786778882
56,282,7,12.697080868436272,16.667762131954913
56,444,5,9.59042792313267,16.225584620108492
56,143,4,6.1614523514324055,19.453454599571888
56,171,4,0.9583351135803859,28.360003386204305
56,367,9,17.569148309779965,16.439185743609816
56,167,4,5.098240480908699,45.49478760932625
56,388,2,3.412182578270331,27.95678075935455
56,358,2,14.912419267730868,37.30613346475938
56,136,3,8.719841160050585,65.45940312057783
56,458,6,2.952264451725413,34.01521063094609
57,460,9,2.395057687571661,7.058168877286072
57,491,3,4.840390473360221,15.505955176624626
57,102,10,0.7510134970311622,81.27022013154316
57,464,10,24.795685807043004,22.313420343862063
57,496,5,1.7216071937511053,51.61059299289288
57,347,8,2.4569429069908404,58.18957080631705
57,318,4,8.384835288197314,30.22435462667871
57,437,8,2.6148157742389824,18.909835463067168
57,169,9,6.073418738107234,71.12323122662431
57,120,5,0.008943223127857263,55.53565916630133
57,372,4,2.598487351558891,29.649201298527878
57,91,5,2.647168778534765,45.710221638917254
58,320,8,7.512637894557582,43.62615530466576
58,475,8,25.018847352265812,29.642787761517397
58,93,7,7.482232824190057,9.695229874279569
58,124,4,3.3880740159996297,20.91709801675986
58,258,5,3.3009065915068896,26.433418155866605
58,341,3,0.0037630771951059844,13.657088302757431
58,63,10,0.26768082189140946,16.00732933644529
58,174,8,5.049151764527343,18.762453564914303
58,400,5,0.08220512306322997,29.8747626512551
58,205,6,1.8172766230897555,24.526833490598996
58,120,3,7.132044182685424,23.69328635517339
58,401,11,11.992513496429073,64.30837423899341
58,498,9,3.4220531312961513,32.3672992876335
58,237,7,3.841573643136495,29.04365630517548
58,380,5,9.319887199163196,59.019052636732695
59,319,1,3.84383351731041,19.31680117782298
59,274,4,6.824479956742637,16.14198991934651
59,275,6,3.4569199602166973,46.578943164968116
59,113,7,1.6262561148407928,47.317655186492864
59,169,9,5.661261301296552,20.492246878869924
59,442,5,16.56238290777323,13.615065635441361
59,283,6,5.959946540893831,24.784007095474173
59,285,6,1.7720465995358914,28.434804496614873
59,121,2,24.140129282183214,37.25634592301127
59,494,5,25.186648147877314,19.683424438355566
60,258,2,2.661859833092375,8.807549734035657
60,205,6,7.502787790553171,19.00084705123713
60,285,5,7.085974621548209,9.086646405770173
60,87,8,9.0449070680336,48.33174533733746
60,463,7,25.127841466536594,13.015612227129195
60,328,7,5.868095004171961,21.911284167189102
60,333,5,10.248504330954077,34.056441676983326
60,103,4,8.22557523230515,34.412277794526766
60,201,4,5.207257598927086,34.08091237107535
60,119,6,17.659295960156285,40.10705225888869
61,394,9,2.8181675189340387,4.95396996385908
61,252,5,5.805841935308042,35.77458113139832
61,342,7,6.984603582494007,32.326106714893335
61,220,7,10.149117693425746,48.68059361439691
61,339,5,0.13036019161938608,34.56796080639965
61,301,4,12.192824152179199,22.062811442728304
62,188,9,7.2890086183762826,46.49067701236666
62,373,5,13.74924783252764,43.89337299677229
62,320,9,12.097577720633234,27.066138246183414
62,347,7,2.9844666753273046,57.38211742852819
62,440,4,4.6676795571860055,16.465122601742934
62,121,7,9.28141809428474,22.889498148611096
62,136,5,22.29758850615254,29.32827555450608
62,284,6,2.8392088389591543,43.101064428986824
62,420,4,3.1996435894496464,44.95819979370993
62,230,3,4.3616492979975146,56.62013727566976
63,201,5,5.513549445942785,39.75197815022116
63,142,10,15.387950466097667,48.03249268172557
63,110,6,22.254873019316136,39.237566963066214
63,303,7,12.097051739117735,7.996904566989038
63,460,5,9.717322258726856,8.78916044349234
63,306,5,5.118844253237336,62.19160844851931
63,411,11,2.856788980336063,21.559252680411927
63,461,5,8.28006372644331,16.330787084995148
63,191,9,0.05494504803981573,17.54123784730776
63,113,7,2.0215194382073594,8.481847599961132
63,318,7,3.2654529013357694,22.87216237067815
63,134,7,5.102175976049858,15.105936216014157
64,391,4,1.0233557193709961,29.496859250543643
64,312,6,7.834374815024794,54.355175739745185
64,396,5,6.5929532013744065,38.45713167774059
64,104,4,17.87817124888526,14.549708202967789
64,439,3,7.596131180147385,21.433022989673397
64,270,6,0.816644637504278,9.994329801415232
64,377,6,6.287697386031663,23.372504373653484
64,138,3,0.30307320716882913,29.88762398027078
65,340,4,13.090912919111135,29.650527392360164
65,499,6,9.137613315612375,24.47974624590615
65,319,7,3.579863810969839,69.36488245971827
65,163,6,9.276033538781432,48.65255731853918
65,318,6,1.4242631172154918,30.120453904980113
